"Car Make","Car Model","Year","Engine Size (L)","Horsepower","Torque (lb-ft)","0-60 MPH Time (seconds)","Price (in USD)","MPG"
"Porsche","911 GT3","2023","4.0","300.0","","4.9","","16.0"
"Porsche","718 Spyder","2020","4.0","300.0","","4.9","","19.0"
"Porsche","911 GT3 Touring","2022","4.0","300.0","","4.9","","16.0"
"Bentley","Flying Spur Hybrid","2024","2.9","271.875","","4.52016551724138","","19.0"
"Porsche","Carrera 4 Targa","2009","3.6","225.0","","4.551555555555556","","21.0"
"Maserati","Ghibli  S RWD","2018","3.0","281.25","","5.7493333333333325","","19.0"
"Porsche","911 Turbo Cabriolet","2023","3.7","346.875","","2.95236036036036","","17.0"
"Porsche","Taycan 4S Perf Battery Plus","2021","","","","","","77.0"
"Porsche","Taycan Perf Battery Plus","2021","","","","","","75.0"
"Bentley","Arnage","2005","6.8","637.5","","2.5364705882352943","","11.0"
"Porsche","911 Carrera S","2015","3.8","237.5","","4.538947368421053","","22.0"
"Rolls-Royce","Flying Spur","1995","6.8","637.5","","2.5364705882352943","","11.0"
"Aston Martin","DB7 Volante","1998","3.2","336.0","","4.375","","15.0"
"Bentley","Arnage","2001","6.8","425.0","","3.804705882352941","","12.0"
"Lamborghini","Countach","1989","5.2","390.0","","3.769230769230769","","7.0"
"Porsche","928 GTS","1993","5.4","337.5","","3.1940740740740736","","13.0"
"Rolls-Royce","Camargue","1987","6.8","425.0","","3.3435294117647056","","8.0"
"Ferrari","3.2 Mondial/Cabriolet","1987","3.2","200.0","","5.39","","13.0"
"Porsche","Carrera 2 Coupe","2006","3.6","225.0","","4.791111111111111","","19.0"
"Maserati","Grecale Trofeo","2024","3.0","281.25","","6.289422222222221","","20.0"
"Maserati","MC20 Spyder","2024","3.0","337.5","","4.355555555555556","","18.0"
"Porsche","Taycan Turbo S","2024","","","","","","75.0"
"Porsche","Carrera 4 Cabriolet","2003","3.6","225.0","","4.551555555555556","","17.0"
"Bentley","Continental Supersports","2012","6.0","675.0","","2.068888888888889","","14.0"
"Porsche","911 Carrera GTS","2016","3.8","237.5","","4.538947368421053","","21.0"
"Lamborghini","Aventador Coupe","2018","6.5","487.5","","2.864615384615385","","12.0"
"Porsche","Panamera 4 e-Hybrid","2020","2.9","271.875","","5.205039080459771","","23.0"
"Porsche","Carrera 2 S Cabriolet","2009","3.8","237.5","","4.538947368421053","","21.0"
"Porsche","Boxster S","2007","3.4","255.0","","5.764705882352941","","21.0"
"Porsche","Cayenne S","2018","3.6","337.5","","6.344592592592592","","20.0"
"Porsche","Panamera Turbo","2020","4.0","375.0","","4.717066666666666","","21.0"
"Rolls-Royce","Phantom EWB","2011","6.7","418.75","","4.446567164179104","","14.0"
"Rolls-Royce","Turbo R/Turbo Rl","1994","6.5","609.375","","2.653538461538462","","11.0"
"Lamborghini","Huracan Sterrato","2024","5.2","390.0","","3.5807692307692305","","15.0"
"Porsche","911 GT3 Touring","2024","4.0","300.0","","4.9","","16.0"
"Bentley","Flying Spur","2017","6.0","562.5","","2.7309333333333328","","15.0"
"Maserati","Grecale Trofeo","2023","3.0","281.25","","6.289422222222221","","20.0"
"Porsche","911 Turbo S Cabriolet","2019","3.8","356.25","","2.8746666666666667","","21.0"
"Porsche","Cayenne Turbo Kit","2010","4.8","450.0","","4.551555555555556","","14.0"
"Aston Martin","DB9 Volante","2005","5.9","368.75","","2.9233898305084747","","13.0"
"Porsche","Turbo 4 911 Turbo Cab S","2005","3.6","337.5","","3.03437037037037","","15.0"
"Porsche","Turbo 4 911 S","2005","3.6","337.5","","3.03437037037037","","16.0"
"Porsche","Carrera 4","1991","3.6","270.0","","5.444444444444444","","14.0"
"Maserati","Quattroporte S","2018","3.0","281.25","","6.620444444444444","","18.0"
"Bentley","Continental R","2000","6.7","418.75","","3.3934328358208954","","12.0"
"Maserati","Levante Modena V8","2024","3.8","356.25","","6.0106666666666655","","16.0"
"Maserati","GranTurismo Convertible","2018","4.7","293.75","","4.3370212765957445","","15.0"
"Rolls-Royce","Phantom Drophead Coupe","2010","6.7","418.75","","3.3934328358208954","","14.0"
"Porsche","Cayenne","2014","3.6","225.0","","9.516888888888888","","19.0"
"Porsche","911 GT3 RS","2024","4.0","300.0","","4.9","","16.0"
"Porsche","Carrera","1991","3.2","240.0","","6.125","","16.0"
"Aston Martin","Vantage V8","2021","4.0","450.0","","3.2666666666666666","","20.0"
"Aston Martin","Vantage V8","2023","4.0","450.0","","3.2666666666666666","","20.0"
"Aston Martin","DBS","2012","5.9","368.75","","2.9233898305084747","","14.0"
"Porsche","911 Carrera","2022","3.0","281.25","","3.832888888888889","","20.0"
"Rolls-Royce","Phantom","2013","6.7","418.75","","4.446567164179104","","14.0"
"Porsche","Panamera 4S","2015","3.0","281.25","","6.289422222222221","","21.0"
"Porsche","Cayenne Turbo","2006","4.5","421.875","","4.854992592592592","","14.0"
"Porsche","911 Turbo","1996","3.6","337.5","","3.03437037037037","","14.0"
"Aston Martin","Rapide S","2017","6.0","375.0","","3.3973333333333335","","17.0"
"Porsche","Cayenne S","2012","4.8","300.0","","6.827333333333333","","18.0"
"Porsche","Panamera Turbo Exec","2020","4.0","375.0","","4.717066666666666","","21.0"
"Bentley","Flying Spur","2023","4.0","375.0","","4.0964","","17.0"
"Aston Martin","DBX V8","2022","4.0","375.0","","5.710133333333333","","16.0"
"Maserati","Biturbo","1987","2.5","234.375","","4.599466666666666","","14.0"
"Maserati","Levante Trofeo","2023","3.8","356.25","","6.0106666666666655","","16.0"
"Aston Martin","Saloon/vantage/volante","1984","5.3","331.25","","3.8460377358490567","","9.0"
"Bentley","Mulsanne","2013","6.8","637.5","","2.5364705882352943","","13.0"
"Porsche","Panamera 4 e-Hybrid","2018","2.9","271.875","","5.205039080459771","","22.0"
"Porsche","718 Cayman T","2021","2.0","225.0","","6.533333333333333","","23.0"
"Maserati","222E","1990","2.8","262.5","","4.1066666666666665","","15.0"
"Maserati","Ghibli V6","2014","3.0","281.25","","5.7493333333333325","","19.0"
"Porsche","Panamera 4","2015","3.6","225.0","","7.861777777777778","","21.0"
"Aston Martin","DB9 Volante Manual","2005","5.9","368.75","","2.9233898305084747","","12.0"
"Ferrari","488 Pista Spider","2019","3.9","438.75","","3.35042735042735","","17.0"
"Porsche","911 GT3","2014","3.8","285.0","","5.157894736842105","","17.0"
"Alfa Romeo","Spider","1990","2.0","150.0","","9.8","","23.0"
"Aston Martin","DB9","2009","5.9","368.75","","2.9233898305084747","","13.0"
"Aston Martin","DB-7 Vantage Coupe","2003","5.9","368.75","","2.9233898305084747","","12.0"
"Ferrari","Portofino M","2023","3.9","365.625","","2.9483760683760685","","19.0"
"Rolls-Royce","Eight/Mulsan","1988","6.8","425.0","","3.804705882352941","","9.0"
"Porsche","911 Carrera 4","2014","3.4","212.5","","4.8192941176470585","","23.0"
"Aston Martin","Saloon/Vantage/Volante","1985","5.3","331.25","","3.8460377358490567","","8.0"
"Lamborghini","Aventador Coupe","2013","6.5","487.5","","2.864615384615385","","13.0"
"Lamborghini","L-147/148 Murcielago","2006","6.2","465.0","","3.0032258064516126","","10.0"
"Aston Martin","DB9 Volante Manual","2006","5.9","368.75","","2.9233898305084747","","12.0"
"Ferrari","488 Pista","2020","3.9","438.75","","3.35042735042735","","17.0"
"Porsche","911 Carrera S Cabriolet","2020","3.0","281.25","","3.832888888888889","","20.0"
"Aston Martin","DB9","2015","5.9","368.75","","2.9233898305084747","","15.0"
"Ferrari","Ferrari F512M","1995","4.9","367.5","","4.0","","11.0"
"Ferrari","328 GTS/GTB","1988","3.2","240.0","","6.125","","13.0"
"Porsche","928 S4","1988","5.0","312.5","","3.4496","","16.0"
"Porsche","Cayenne Turbo S e-Hybrid","2020","4.0","375.0","","4.568106666666667","","18.0"
"Ferrari","F12","2014","6.3","472.5","","3.1111111111111107","","13.0"
"Rolls-Royce","Continental","1987","6.8","425.0","","2.9976470588235293","","8.0"
"Porsche","Panamera Turbo S Executive","2016","4.8","450.0","","3.930888888888889","","18.0"
"Bentley","Continental GT V8 Convertible","2022","4.0","375.0","","2.7309333333333328","","19.0"
"Porsche","911 Targa 4","2015","3.4","212.5","","4.8192941176470585","","22.0"
"Porsche","911 Targa 4S","2019","3.0","281.25","","3.641244444444444","","24.0"
"Porsche","Cayenne Turbo","2003","4.5","421.875","","5.517037037037037","","14.0"
"Porsche","Carrera 4 Cabriolet","2006","3.6","225.0","","4.551555555555556","","19.0"
"Porsche","Boxster","1999","2.5","187.5","","7.84","","20.0"
"Maserati","GranTurismo","2018","4.7","293.75","","4.3370212765957445","","16.0"
"Alfa Romeo","Stelvio","2020","2.0","187.5","","9.408","","25.0"
"Porsche","911 Carrera Cabriolet","2015","3.4","212.5","","5.0729411764705885","","22.0"
"Porsche","911 Carrera S Cabriolet","2012","3.8","237.5","","4.538947368421053","","21.0"
"Porsche","Panamera 4S","2013","4.8","300.0","","5.896333333333333","","19.0"
"Porsche","Panamera Turbo S","2013","4.8","450.0","","3.930888888888889","","18.0"
"Porsche","Turbo 4 911 Kit","2005","3.6","337.5","","3.03437037037037","","16.0"
"Lotus","Esprit Turbo","1989","2.2","247.5","","5.9393939393939394","","19.0"
"Maserati","Levante GT","2023","3.0","281.25","","7.61351111111111","","18.0"
"Maserati","Levante Trofeo","2022","3.8","356.25","","6.0106666666666655","","16.0"
"Porsche","Taycan GTS ST","2022","","","","","","80.0"
"Porsche","911 Carrera 4S","2012","3.8","237.5","","4.312","","21.0"
"Porsche","911 Carrera 4S","2020","3.0","281.25","","3.641244444444444","","20.0"
"Rolls-Royce","Corniche/Continental","1985","6.8","425.0","","2.9976470588235293","","8.0"
"Rolls-Royce","Phantom","2019","6.7","628.125","","2.964378109452736","","14.0"
"Porsche","911 Carrera 4","1989","3.6","225.0","","4.551555555555556","","16.0"
"Ferrari","Ferrari F355 Berlinetta/GTS","1996","3.5","262.5","","5.6","","11.0"
"Bentley","Continental GT","2008","6.0","562.5","","2.399911111111111","","13.0"
"Lotus","Esprit Turbo","1994","2.2","247.5","","5.9393939393939394","","19.0"
"Porsche","911 Targa 4 GTS","2018","3.0","281.25","","3.641244444444444","","22.0"
"Rolls-Royce","Silver Spur II Mpw Touring L","1993","6.8","425.0","","4.381176470588235","","11.0"
"Porsche","911 Carrera Cabriolet","2019","3.0","281.25","","3.832888888888889","","23.0"
"Porsche","Panamera Turbo S e-Hybrid","2020","4.0","375.0","","3.773653333333333","","20.0"
"Porsche","911 Carrera","1988","3.2","200.0","","5.39","","19.0"
"Lamborghini","Murcielago Roadster","2010","6.5","487.5","","2.864615384615385","","10.0"
"Porsche","Cayenne Diesel","2013","3.0","281.25","","7.61351111111111","","23.0"
"Maserati","GranTurismo Modena","2024","3.0","281.25","","4.303288888888888","","21.0"
"Porsche","911 GT3","2007","3.6","225.0","","4.791111111111111","","18.0"
"Porsche","Cayenne Turbo GT Coupe","2022","4.0","375.0","","5.710133333333333","","16.0"
"Rolls-Royce","Phantom EWB","2012","6.7","418.75","","4.446567164179104","","14.0"
"Maserati","Karif","1989","2.8","315.0","","4.666666666666667","","15.0"
"Aston Martin","Saloon/Vantage/Volante","1989","5.3","331.25","","3.8460377358490567","","9.0"
"Porsche","Panamera 4 e-Hybrid ST","2019","2.9","271.875","","5.205039080459771","","23.0"
"Maserati","Q","1988","2.2","247.5","","6.236363636363636","","19.0"
"Ferrari","Portofino","2019","3.9","365.625","","2.9483760683760685","","18.0"
"Bentley","Continental GT Convertible","2016","4.0","375.0","","3.227466666666667","","16.0"
"Rolls-Royce","Phantom Coupe","2010","6.7","418.75","","3.3934328358208954","","14.0"
"Porsche","Boxster","2011","2.9","217.5","","6.758620689655172","","22.0"
"Aston Martin","Vanquish","2014","5.9","368.75","","2.9233898305084747","","15.0"
"Bugatti","Chiron","2020","8.0","900.0","","2.0","","11.0"
"Porsche","Panamera S","2015","3.0","281.25","","6.620444444444444","","21.0"
"Maserati","Quattroporte S","2016","3.0","281.25","","6.620444444444444","","18.0"
"Rolls-Royce","Spectre Black Badge (22 inch wheels)","2024","","","","","","78.0"
"Maserati","225","1989","2.8","262.5","","4.1066666666666665","","15.0"
"Ferrari","F40","1991","2.9","326.25","","4.505747126436781","","13.0"
"Porsche","911 Turbo","1988","3.3","309.375","","3.484444444444444","","17.0"
"Bentley","Flying Spur","2022","4.0","375.0","","4.0964","","17.0"
"Lotus","Evora","2017","3.5","306.25","","3.52","","19.0"
"Lamborghini","Gallardo Coupe","2013","5.2","390.0","","3.5807692307692305","","15.0"
"Bugatti","Chiron","2018","8.0","900.0","","2.0","","11.0"
"Lamborghini","Aventador Sian Roadster","2020","6.5","487.5","","2.864615384615385","","10.0"
"Porsche","Macan Turbo","2015","3.6","337.5","","5.241185185185184","","19.0"
"Porsche","911 Carrera S Cabriolet","2022","3.0","281.25","","3.832888888888889","","20.0"
"Porsche","911 Speedster","2012","3.8","285.0","","5.157894736842105","","21.0"
"Aston Martin","DB9 Coupe Manual","2006","5.9","368.75","","2.9233898305084747","","12.0"
"Bentley","Continental GT","2009","6.0","562.5","","2.399911111111111","","13.0"
"Maserati","Quattroporte S","2017","3.0","281.25","","6.620444444444444","","18.0"
"Rolls-Royce","Wraith Black Badge","2021","6.6","618.75","","2.6133333333333333","","14.0"
"Porsche","911 GT3 RS","2011","4.0","300.0","","4.9","","15.0"
"Bentley","Arnage RL","2009","6.7","628.125","","2.964378109452736","","11.0"
"Spyker","C8 Spyder Wide Body","2006","4.2","315.0","","4.666666666666667","","15.0"
"Ferrari","Mondial T/Cabriolet","1991","3.4","212.5","","5.995294117647059","","13.0"
"Maserati","Grancabrio Folgore","2024","","","","","","82.0"
"Bugatti","Veyron","2008","8.0","900.0","","2.0","","10.0"
"Aston Martin","V8 Vantage","2009","4.7","352.5","","4.170212765957447","","14.0"
"Porsche","Boxster","1998","2.5","187.5","","7.84","","17.0"
"Porsche","911 Turbo","2021","3.7","346.875","","2.95236036036036","","17.0"
"Porsche","Carrera 2 Coupe Kit","2005","3.6","225.0","","4.791111111111111","","19.0"
"Porsche","911 Carrera GTS Cabriolet","2015","3.8","237.5","","4.538947368421053","","21.0"
"Porsche","Cayenne Diesel","2016","3.0","281.25","","7.61351111111111","","24.0"
"Lamborghini","Gallardo Spyder","2010","5.2","390.0","","3.5807692307692305","","16.0"
"Rolls-Royce","Dawn","2017","6.6","618.75","","2.2965656565656567","","14.0"
"Ferrari","California T","2017","3.9","365.625","","2.9483760683760685","","18.0"
"Maserati","Quattroporte V8","2019","3.8","356.25","","5.226666666666667","","17.0"
"Bugatti","Chiron","2019","8.0","900.0","","2.0","","11.0"
"Porsche","911 Turbo S Cabriolet","2014","3.8","356.25","","2.8746666666666667","","20.0"
"Porsche","911 Turbo Cabriolet","2016","3.8","356.25","","2.8746666666666667","","20.0"
"Lamborghini","Huracan 2WD","2018","5.2","390.0","","3.769230769230769","","16.0"
"Porsche","911 Turbo Cabriolet","2019","3.8","356.25","","2.8746666666666667","","21.0"
"Lamborghini","DB132/Diablo","1991","5.7","427.5","","3.4385964912280698","","10.0"
"Ferrari","Ferrari 550 Maranello","1998","5.5","412.5","","3.5636363636363635","","10.0"
"Porsche","Cayenne GTS Coupe","2022","4.0","375.0","","5.710133333333333","","17.0"
"Lamborghini","L-147/148 Murcielago","2007","6.5","487.5","","2.864615384615385","","11.0"
"Porsche","Taycan Performance Battery","2024","","","","","","83.0"
"Porsche","Taycan 4 Cross Turismo","2024","","","","","","80.0"
"Aston Martin","DBX 707","2024","4.0","375.0","","5.710133333333333","","17.0"
"Porsche","911 Carrera GTS Cabriolet","2016","3.8","237.5","","4.538947368421053","","20.0"
"Porsche","Carrera 4 S Cabriolet","2006","3.8","237.5","","4.312","","19.0"
"Maserati","Quattroporte GTS","2016","3.8","356.25","","5.226666666666667","","17.0"
"Rolls-Royce","Silver Spirit II/Silver Spur","1993","6.8","425.0","","3.804705882352941","","11.0"
"Lamborghini","Countach","1990","5.2","390.0","","3.769230769230769","","7.0"
"Maserati","MC20 Spyder","2023","3.0","337.5","","4.355555555555556","","18.0"
"Porsche","Carrera 2 Coupe","2003","3.6","225.0","","4.791111111111111","","19.0"
"Porsche","Cayenne S","2005","4.5","281.25","","7.282488888888889","","14.0"
"Porsche","Carrera 4 S Targa","2007","3.8","237.5","","4.312","","18.0"
"Bentley","Continental Flying Spur","2009","6.0","562.5","","2.7309333333333328","","12.0"
"Porsche","Cayenne Turbo","2016","4.8","450.0","","4.758444444444444","","17.0"
"Lamborghini","Aventador Roadster","2019","6.5","487.5","","2.864615384615385","","11.0"
"Porsche","Panamera 4 Executive","2021","2.9","271.875","","6.506298850574713","","19.0"
"Porsche","Taycan Turbo Cross Turismo","2023","","","","","","79.0"
"Bentley","Continental R","1999","6.8","637.5","","2.2290196078431372","","12.0"
"Porsche","New 911 Carrera","2012","3.4","212.5","","5.0729411764705885","","22.0"
"Porsche","Targa Kit","2003","3.6","225.0","","4.791111111111111","","19.0"
"Porsche","Panamera 4S ST","2020","2.9","271.875","","6.506298850574713","","20.0"
"Aston Martin","Vantage V12","2023","5.2","585.0","","2.5128205128205128","","16.0"
"Ferrari","550 Maranello/Barchetta","2001","5.5","412.5","","3.5636363636363635","","9.0"
"Porsche","Cayenne Turbo S e-Hybrid Coupe","2023","4.0","375.0","","4.568106666666667","","18.0"
"Lamborghini","DB132/Diablo","1994","5.7","427.5","","3.266666666666666","","10.0"
"Porsche","911 Carrera 4","2010","3.6","225.0","","4.551555555555556","","21.0"
"Porsche","Cayenne S e-Hybrid","2018","3.0","262.5","","6.525866666666667","","22.0"
"Maserati","Levante S","2021","3.0","281.25","","7.61351111111111","","18.0"
"Porsche","Panamera Turbo S/Exec/ST","2022","4.0","375.0","","4.717066666666666","","17.0"
"Porsche","911 Carrera 4 Cabriolet","2023","3.0","281.25","","3.641244444444444","","20.0"
"Porsche","911 GT3","2016","3.8","285.0","","5.157894736842105","","17.0"
"Rolls-Royce","Continental","1995","6.8","425.0","","2.9976470588235293","","11.0"
"Porsche","911 Carrera","2010","3.6","225.0","","4.791111111111111","","22.0"
"Lotus","Elise/exige","2005","1.8","135.0","","10.888888888888888","","22.0"
"Porsche","Cayenne Turbo S","2010","4.8","450.0","","4.551555555555556","","14.0"
"Porsche","Cayman S","2011","3.4","255.0","","5.764705882352941","","22.0"
"Aston Martin","Rapide","2011","5.9","368.75","","3.454915254237288","","15.0"
"Aston Martin","DBX 707","2025","4.0","375.0","","5.710133333333333","","17.0"
"Rolls-Royce","Corniche II/Continental","1986","6.8","425.0","","2.9976470588235293","","8.0"
"Ferrari","F141","2006","5.9","442.5","","3.3220338983050843","","11.0"
"Porsche","Panamera 4 Executive","2022","2.9","271.875","","6.506298850574713","","19.0"
"Bentley","Continental GT","2006","6.0","562.5","","2.399911111111111","","13.0"
"Ferrari","SF90 Spider","2022","3.9","438.75","","2.546324786324786","","17.0"
"Rolls-Royce","Silver Spirit II/Silver Spur","1992","6.8","425.0","","3.804705882352941","","11.0"
"Porsche","Panamera 4 Executive","2023","2.9","271.875","","6.506298850574713","","19.0"
"Porsche","911 Carrera 4 GTS Cabriolet","2019","3.0","281.25","","3.641244444444444","","22.0"
"Lamborghini","Huracan Spyder 2WD","2023","5.2","390.0","","3.769230769230769","","15.0"
"Porsche","Macan Turbo Kit","2017","3.6","337.5","","5.241185185185184","","19.0"
"Ferrari","348 TB/TS","1989","3.4","255.0","","5.764705882352941","","14.0"
"Maserati","Quattroporte GT","2024","3.0","281.25","","6.620444444444444","","19.0"
"Maserati","Levante GT","2024","3.0","281.25","","7.61351111111111","","18.0"
"Porsche","928 GTS","1994","5.4","337.5","","3.1940740740740736","","13.0"
"Porsche","Panamera Turbo S e-Hybrid","2019","4.0","375.0","","3.773653333333333","","20.0"
"Porsche","911 Carrera 4 Cabriolet","2018","3.0","281.25","","3.641244444444444","","22.0"
"Rolls-Royce","Continental R","1993","6.8","637.5","","2.2290196078431372","","11.0"
"Maserati","Quattroporte SQ4 V6","2019","3.0","281.25","","6.289422222222221","","18.0"
"Aston Martin","DB-7 Vantage Volante","2003","5.9","368.75","","2.9233898305084747","","12.0"
"Porsche","968","1994","3.0","225.0","","6.533333333333333","","18.0"
"Bentley","Continental R","2001","6.8","425.0","","3.3435294117647056","","12.0"
"Ferrari","3.2 Mondial/Cabriolet","1988","3.2","200.0","","5.39","","13.0"
"Porsche","911 Turbo Coupe","2011","3.8","356.25","","2.8746666666666667","","19.0"
"Rolls-Royce","Ghost","2011","6.6","618.75","","3.009292929292929","","15.0"
"Porsche","Cayman","2010","2.9","217.5","","6.758620689655172","","22.0"
"Lamborghini","Aventador Sian Roadster","2021","6.5","487.5","","2.864615384615385","","10.0"
"Alfa Romeo","GT V6 2.5","1985","2.5","156.25","","6.8992","","19.0"
"Aston Martin","DB-7 Vantage Volante","2000","5.9","368.75","","2.9233898305084747","","12.0"
"Porsche","Boxster","2009","2.9","217.5","","6.758620689655172","","22.0"
"Porsche","911 Turbo S","2023","3.7","346.875","","2.95236036036036","","17.0"
"Rolls-Royce","Wraith","2015","6.6","618.75","","2.6133333333333333","","15.0"
"Ferrari","Mondial","1985","2.9","181.25","","5.947586206896552","","11.0"
"Ferrari","458 Italia","2013","4.5","337.5","","4.355555555555556","","14.0"
"Lotus","Esprit Turbo","1992","2.2","247.5","","5.9393939393939394","","19.0"
"Bentley","Flying Spur","2020","6.0","562.5","","2.7309333333333328","","15.0"
"Porsche","Cayenne Turbo S","2014","4.8","450.0","","4.758444444444444","","15.0"
"Porsche","Panamera S","2016","3.0","281.25","","6.620444444444444","","21.0"
"Porsche","Cayenne","2020","3.0","281.25","","7.61351111111111","","20.0"
"Porsche","911 Carrera 4S Cabriolet","2015","3.8","237.5","","4.312","","21.0"
"Koenigsegg","Agera RS","2018","5.0","562.5","","2.6133333333333333","","13.0"
"Alfa Romeo","Spider","1988","2.0","150.0","","9.8","","21.0"
"Porsche","Taycan Turbo","2020","","","","","","69.0"
"Porsche","Carrera 2 S Coupe","2006","3.8","237.5","","4.538947368421053","","19.0"
"Porsche","Turbo 4 911 Cab","2004","3.6","337.5","","3.03437037037037","","15.0"
"Ferrari","812 Competizione A","2024","6.5","487.5","","3.0153846153846153","","14.0"
"Maserati","GranTurismo","2008","4.2","262.5","","4.8533333333333335","","15.0"
"Bentley","Arnage LWB","2005","6.8","637.5","","2.9207843137254903","","11.0"
"Porsche","911 Carrera 4 GTS","2018","3.0","281.25","","3.641244444444444","","22.0"
"Porsche","911 Carrera 4 GTS Cabriolet","2015","3.8","237.5","","4.312","","20.0"
"Ferrari","SF90 Stradale Coupe","2021","3.9","438.75","","2.546324786324786","","18.0"
"Porsche","Cayenne Turbo S e-Hybrid","2021","4.0","375.0","","4.568106666666667","","18.0"
"Rolls-Royce","Silver Spur","1997","6.8","637.5","","2.5364705882352943","","12.0"
"Porsche","Taycan Turbo S Cross Turismo","2023","","","","","","75.0"
"Rolls-Royce","Phantom Drophead Coupe","2009","6.7","418.75","","3.3934328358208954","","14.0"
"Maserati","Ghibli","2020","3.0","281.25","","5.7493333333333325","","19.0"
"Ferrari","Ferrari F50","1995","4.7","352.5","","4.170212765957447","","8.0"
"Bentley","Bentayga","2019","4.0","375.0","","5.710133333333333","","17.0"
"Porsche","Panamera GTS ST","2019","4.0","375.0","","4.717066666666666","","18.0"
"Porsche","Panamera 4 ST","2023","2.9","271.875","","6.506298850574713","","20.0"
"Porsche","Taycan 4 Cross Turismo","2023","","","","","","80.0"
"Porsche","Boxster S","2001","3.2","240.0","","6.125","","18.0"
"Maserati","Quattroporte Modena AWD","2024","3.0","281.25","","6.289422222222221","","20.0"
"Maserati","Spyder","1990","2.8","315.0","","4.666666666666667","","15.0"
"Lotus","Elan","1992","1.6","180.0","","8.575000000000001","","24.0"
"Lamborghini","DB132/Diablo","1993","5.7","427.5","","3.266666666666666","","10.0"
"Lamborghini","Aventador S Coupe","2018","6.5","487.5","","2.864615384615385","","12.0"
"Porsche","Taycan Turbo S Cross Turismo","2021","","","","","","73.0"
"Porsche","911 C4 GTS Cabriolet","2012","3.8","237.5","","4.312","","20.0"
"Rolls-Royce","Park Ward","2001","5.4","337.5","","5.517037037037037","","13.0"
"Alfa Romeo","Stelvio AWD","2018","2.9","271.875","","6.506298850574713","","19.0"
"Porsche","Cayenne Turbo S/Coupe E-Hybrid","2022","4.0","375.0","","4.568106666666667","","18.0"
"Porsche","Boxster","2002","2.7","202.5","","7.2592592592592595","","20.0"
"Porsche","911 Targa 4","2022","3.0","281.25","","3.641244444444444","","20.0"
"Aston Martin","DB11 V8","2023","4.0","375.0","","2.8746666666666663","","20.0"
"Porsche","718 Boxster S","2021","2.5","281.25","","5.226666666666667","","22.0"
"Rolls-Royce","Phantom","2015","6.7","418.75","","4.446567164179104","","14.0"
"Lotus","Evora","2020","3.5","306.25","","3.52","","20.0"
"Rolls-Royce","Ghost","2022","6.7","628.125","","2.8161592039800993","","14.0"
"Alfa Romeo","Spider Veloce 2000","1984","2.0","150.0","","9.8","","21.0"
"Porsche","911 Turbo S Coupe","2012","3.8","356.25","","3.0259649122807017","","19.0"
"Maserati","Quattroporte SQ4 V6","2017","3.0","281.25","","6.289422222222221","","18.0"
"Lamborghini","Aventador Roadster","2014","6.5","487.5","","2.864615384615385","","12.0"
"Bentley","Mulsanne EWB","2017","6.8","637.5","","2.5364705882352943","","13.0"
"Porsche","911 Turbo S","2016","3.8","356.25","","2.8746666666666667","","20.0"
"Porsche","911 Turbo S Cabriolet","2017","3.8","356.25","","2.8746666666666667","","21.0"
"Alfa Romeo","Stelvio AWD","2020","2.9","271.875","","6.506298850574713","","19.0"
"Maserati","Ghibli Modena RWD","2022","3.0","281.25","","5.7493333333333325","","20.0"
"Rolls-Royce","Cullinan Black Badge","2023","6.7","628.125","","2.519721393034826","","14.0"
"Porsche","New 911 Carrera S","2012","3.8","237.5","","4.538947368421053","","22.0"
"Porsche","924 S","1987","2.5","156.25","","6.8992","","21.0"
"Porsche","911 Turbo S","2015","3.8","356.25","","2.8746666666666667","","20.0"
"Ferrari","458 Speciale","2015","4.5","337.5","","4.355555555555556","","15.0"
"Porsche","911 Targa 4","2016","3.4","212.5","","4.8192941176470585","","22.0"
"Aston Martin","Vantage GT","2016","4.7","352.5","","4.170212765957447","","15.0"
"Porsche","Cayenne S e-Hybrid","2017","3.0","262.5","","6.525866666666667","","22.0"
"Rolls-Royce","Wraith Black Badge","2020","6.6","618.75","","2.6133333333333333","","14.0"
"Maserati","Ghibli GT","2024","3.0","281.25","","5.7493333333333325","","20.0"
"Porsche","911 Carrera 4 GTS Cabriolet","2016","3.8","237.5","","4.312","","20.0"
"Rolls-Royce","Phantom","2018","6.7","628.125","","2.964378109452736","","14.0"
"Porsche","911 Turbo S Cabriolet","2024","3.7","346.875","","2.95236036036036","","16.0"
"Rolls-Royce","Phantom Drophead Coupe","2014","6.7","418.75","","3.3934328358208954","","14.0"
"Porsche","911 Turbo S","2017","3.8","356.25","","2.8746666666666667","","21.0"
"Maserati","Grecale Modena","2024","2.0","187.5","","9.434133333333332","","25.0"
"Maserati","Quattroporte V8","2018","3.8","356.25","","5.226666666666667","","17.0"
"Porsche","Cayenne Coupe","2020","3.0","281.25","","7.61351111111111","","20.0"
"Porsche","911 Carrera 4 Cabriolet","2021","3.0","281.25","","3.641244444444444","","20.0"
"Porsche","Panamera Turbo S","2016","4.8","450.0","","3.930888888888889","","18.0"
"Rolls-Royce","Silver Spur Limousine","1985","6.8","425.0","","4.381176470588235","","8.0"
"Rolls-Royce","Continental","1990","6.8","425.0","","2.9976470588235293","","10.0"
"Rolls-Royce","Brooklands and (LWB)","1995","6.8","425.0","","3.804705882352941","","11.0"
"Porsche","Cayenne GTS","2023","4.0","375.0","","5.710133333333333","","17.0"
