
Car Make,Car Model,Year,Engine Size (L),Horsepower,Torque (lb-ft),0-60 MPH Time (seconds),Price (in USD),MPG
Porsche,Panamera Turbo S,2022,4.0,630.0,604,3.1,"180,000",17.9
Lamborghini,Urus,2021,4.0,641.0,627,3.2,"218,000",17.9
Ferrari,Portofino,2022,3.9,591.0,561,3.4,"250,000",18.2
Audi,TT RS,2022,2.5,394.0,354,3.6,"70,000",21.7
McLaren,570S,2021,3.8,562.0,443,3.1,"200,000",18.5
BMW,i8,2022,,369.0,184,4.2,"148,500",17.99333333333333
Porsche,718 Cayman,2022,2.0,300.0,280,4.9,"61,500",23.0
Lamborghini,Aventador,2021,6.5,770.0,531,2.8,"417,826",12.4
Ferrari,Portofino,2022,3.9,612.0,561,3.3,"245,000",18.2
Audi,TT RS,2022,2.5,394.0,354,3.6,"67,800",21.7
McLaren,GT,2022,4.0,620.0,465,3.1,"211,300",17.9
BMW,M4,2022,3.0,473.0,406,4.1,"71,800",20.4
Mercedes-Benz,SLS AMG,2015,6.2,622.0,468,3.5,"222,500",13.5
Chevrolet,Camaro SS,2022,6.2,455.0,455,4,"43,995",14.100000000000001
Ford,GT,2022,3.5,660.0,550,2.9,"500,000",18.8
Nissan,370Z Nismo,2021,3.7,350.0,276,4.8,"45,790",19.4
Porsche,911 Turbo S,2022,3.8,640.0,590,2.6,"208,000",18.3
McLaren,765LT,2021,4.0,755.0,590,2.8,"358,000",17.5
Lamborghini,Urus,2021,4.0,641.0,627,3.6,"218,009",17.9
Mercedes-AMG,GT Black Series,2021,4.0,720.0,590,3.1,"325,000",17.6
BMW,M5 Competition,2022,4.4,617.0,553,3.1,"103,500",17.1
Audi,RS7,2022,4.0,591.0,590,3.5,"115,000",18.0
Aston Martin,Vantage,2022,4.0,503.0,505,3.5,"152,995",18.3
Ferrari,F8 Spider,2021,3.9,710.0,568,2.9,"274,280",17.8
Lexus,LC 500,2022,5.0,471.0,398,4.4,"102,550",16.4
Porsche,Taycan,2022,,469.0,479,3.8,"79,900",17.99333333333333
Lamborghini,Aventador SVJ,2021,6.5,759.0,531,2.8,"517,770",12.5
Ferrari,SF90 Stradale,2021,4.0,986.0,590,2.5,"625,000",16.7
Audi,RS6 Avant,2021,4.0,591.0,590,3.5,"109,000",18.0
McLaren,600LT Spider,2021,3.8,592.0,457,2.8,"256,500",18.4
BMW,M4,2022,3.0,473.0,406,3.8,"71,800",20.4
Mercedes-Benz,AMG GT R,2021,4.0,577.0,516,3.5,"180,000",18.1
Chevrolet,Camaro ZL1,2021,6.2,650.0,650,3.5,"64,695",13.4
Ford,GT,2022,3.5,660.0,550,3,"500,000",18.8
Nissan,370Z Nismo,2021,3.7,350.0,276,5,"48,000",19.4
Porsche,Panamera Turbo S E-Hybrid,2021,4.0,690.0,642,3,"190,000",17.7
Lamborghini,Urus,2021,4.0,641.0,627,3.5,"218,000",17.9
Ferrari,Portofino M,2021,3.9,612.0,561,3.4,"235,000",18.2
Audi,TT RS,2022,2.5,394.0,354,3.6,"67,600",21.7
McLaren,Artura,2022,3.0,671.0,531,3,"225,000",19.8
BMW,M2 CS,2022,3.0,444.0,406,3.8,"84,595",20.5
Mercedes-Benz,SLS AMG Black Series,2021,6.2,622.0,468,3.5,"335,000",13.5
Chevrolet,Camaro SS,2021,6.2,455.0,455,4,"42,000",14.100000000000001
Porsche,718 Boxster,2022,2.0,300.0,280,4.9,"63,000",23.0
Lamborghini,Aventador SVJ,2020,6.5,759.0,531,2.8,"573,966",12.5
Ferrari,SF90 Stradale,2022,4.0,986.0,590,2.5,"625,000",16.7
Audi,TT RS Coupe,2022,2.5,394.0,354,3.5,"68,000",21.7
McLaren,GT,2020,4.0,612.0,465,3.1,"210,000",18.0
BMW,Z4 Roadster,2022,2.0,255.0,295,5.2,"50,000",23.1
Mercedes-Benz,SLS AMG,2015,6.2,622.0,468,3.6,"200,000",13.5
Chevrolet,Camaro SS Convertible,2022,6.2,455.0,455,4,"49,000",14.100000000000001
Ford,GT,2021,3.5,660.0,550,2.9,"500,000",18.8
Nissan,370Z Coupe,2020,3.7,332.0,270,5,"30,090",19.5
Aston Martin,Vantage,2021,4.0,503.0,505,3.6,"142,086",18.3
Bentley,Continental GT,2022,6.0,626.0,664,3.3,"225,000",13.9
Bugatti,Chiron,2021,8.0,1479.0,1180,2.4,"3,000,000",7.1
Dodge,Challenger SRT Hellcat,2022,6.2,717.0,656,3.5,"68,000",13.2
Jaguar,F-Type,2022,2.0,296.0,295,5.4,"63,700",23.0
Lotus,Evora GT,2021,3.5,416.0,317,3.8,"100,000",19.6
Maserati,GranTurismo,2022,4.7,454.0,384,4.7,"150,980",17.1
Aston Martin,DBS Superleggera,2021,5.2,715.0,664,3.2,"304,995",15.2
Lotus,Evora GT,2021,3.5,416.0,317,3.8,"98,395",19.6
Porsche,Panamera Turbo S E-Hybrid,2021,4.0,689.0,642,3,"190,000",17.7
Lamborghini,Aventador SVJ,2021,6.5,759.0,531,2.8,"517,000",12.5
Ferrari,SF90 Stradale,2021,4.0,986.0,590,2.5,"625,000",16.7
Audi,RS7,2022,4.0,591.0,590,3.5,"117,000",18.0
Mercedes-Benz,S63 AMG,2021,4.0,603.0,664,3.4,"168,000",18.0
Chevrolet,Camaro ZL1,2021,6.2,650.0,650,3.5,"64,500",13.4
Ford,GT,2021,3.5,660.0,550,2.8,"500,000",18.8
Nissan,370Z Nismo,2021,3.7,350.0,276,4.7,"46,000",19.4
Porsche,718 Cayman GT4,2022,4.0,414.0,309,4.2,"102,000",18.6
Mercedes-AMG,C63 S Coupe,2021,4.0,503.0,516,3.7,"77,500",18.3
Aston Martin,Vantage,2021,4.0,503.0,505,3.5,"147,000",18.3
McLaren,570S,2021,3.8,562.0,443,3.1,"193,000",18.5
BMW,M5,2022,4.4,600.0,553,3.2,"103,500",17.2
Dodge,Challenger SRT Hellcat,2021,6.2,717.0,656,3.5,"64,000",13.2
Lexus,LC 500,2021,5.0,471.0,398,4.4,"92,950",16.4
Mercedes-AMG,GT 63 S,2021,4.0,630.0,664,3.1,"162,000",17.9
Audi,TT RS,2021,2.5,394.0,354,3.6,"67,600",21.7
Acura,NSX,2021,3.5,573.0,476,2.9,"157,500",19.1
Porsche,Cayman GT4,2021,4.0,414.0,309,4.2,"102,000",18.6
Lamborghini,Aventador S,2021,6.5,730.0,509,2.9,"417,826",12.6
Ferrari,SF90 Stradale,2021,4.0,986.0,590,2.5,"625,000",16.7
Audi,RS 5,2022,2.9,444.0,443,3.5,"76,700",20.7
McLaren,570S Spider,2020,3.8,562.0,443,3.1,"208,800",18.5
BMW,M2 Competition,2022,3.0,405.0,406,4.2,"58,900",20.6
Mercedes-Benz,C 63 AMG,2022,4.0,469.0,479,3.9,"69,000",18.4
Chevrolet,Camaro SS,2021,6.2,455.0,455,4,"42,000",14.100000000000001
Ford,Mustang GT,2022,5.0,460.0,420,4.5,"43,000",16.5
Dodge,Challenger R/T,2021,5.7,372.0,400,5.1,"35,000",15.399999999999999
Aston Martin,Vantage,2021,4.0,503.0,505,3.6,"151,000",18.3
Lotus,Evora GT,2021,3.5,416.0,317,3.8,"105,000",19.6
Alfa Romeo,4C Spider,2020,1.7,237.0,258,4.1,"69,000",23.8
Jaguar,F-Type,2022,2.0,296.0,295,5.4,"62,500",23.0
Tesla,Roadster,2022,,1000.0,737,1.9,"200,000",17.99333333333333
Koenigsegg,Jesko,2022,5.0,1600.0,1106,2.5,"3,000,000",12.7
Bugatti,Chiron Super Sport 300+,2021,8.0,1578.0,1180,2.4,"5,200,000",6.699999999999999
Rimac,Nevera,2021,,1914.0,1696,1.85,"2,400,000",17.99333333333333
Porsche,Cayman GT4,2022,4.0,414.0,309,4.2,"102,100",18.6
Chevrolet,Camaro ZL1,2022,6.2,650.0,650,3.5,"63,000",13.4
Aston Martin,Vantage,2021,4.0,503.0,505,3.5,"142,086",18.3
Alfa Romeo,Giulia Quadrifoglio,2022,2.9,505.0,443,3.8,"83,250",20.5
Dodge,Challenger SRT Hellcat,2021,6.2,717.0,656,3.5,"65,000",13.2
Lexus,LC 500,2022,5.0,471.0,398,4.4,"93,050",16.4
Audi,RS 7 Sportback,2021,4.0,591.0,590,3.5,"114,000",18.0
BMW,M4 Competition,2022,3.0,503.0,479,3.8,"74,700",20.3
Mercedes-Benz,C63 S AMG,2022,4.0,503.0,516,3.9,"77,600",18.3
Ford,GT,2022,3.5,660.0,550,2.9,"500,000",18.8
McLaren,GT,2021,4.0,620.0,465,3.1,"210,000",17.9
Porsche,Panamera Turbo S,2022,4.0,630.0,604,2.9,"181,100",17.9
Lamborghini,Aventador S,2021,6.5,730.0,507,2.9,"417,826",12.6
Aston Martin,DBS Superleggera,2022,5.2,715.0,664,3.2,"329,100",15.2
Audi,TT RS,2022,2.5,394.0,354,3.6,"67,600",21.7
Mercedes-Benz,AMG C43 Coupe,2021,3.0,385.0,384,4.5,"59,900",20.7
BMW,i8,2022,1.5,369.0,184,4.2,"147,500",23.8
Chevrolet,Corvette Stingray,2021,6.2,490.0,465,2.9,"59,900",14.0
Porsche,Taycan,2022,,469.0,263,3.8,"81,250",17.99333333333333
Lamborghini,Aventador,2021,6.5,730.0,509,2.9,"517,000",12.6
Ferrari,Roma,2021,3.9,611.0,560,3.3,"222,620",18.2
Audi,RS7,2022,4.0,591.0,590,3.5,"115,000",18.0
McLaren,GT,2021,4.0,612.0,465,3.1,"210,000",18.0
BMW,M2,2022,3.0,405.0,406,4.2,"58,900",20.6
Mercedes-Benz,C63 AMG,2021,4.0,469.0,479,3.9,"77,000",18.4
Chevrolet,Camaro SS,2021,6.2,455.0,455,4.1,"43,995",14.100000000000001
Ford,Mustang Mach 1,2021,5.0,480.0,420,4.1,"51,720",16.4
Nissan,370Z Nismo,2021,3.7,350.0,276,4.8,"46,610",19.4
Porsche,Panamera,2022,2.9,325.0,331,5.3,"88,550",21.1
Lamborghini,Urus,2021,4.0,641.0,627,3.6,"218,009",17.9
Ferrari,SF90 Stradale,2021,,986.0,590,2.5,"625,000",17.99333333333333
Audi,RS6,2022,4.0,591.0,590,3.5,"120,000",18.0
McLaren,570S,2021,3.8,562.0,443,3.1,"192,500",18.5
BMW,M4,2022,3.0,503.0,479,3.8,"74,000",20.3
Mercedes-Benz,AMG A45,2021,2.0,382.0,354,4,"50,000",22.7
Chevrolet,Camaro ZL1,2021,6.2,650.0,650,3.5,"63,995",13.4
Acura,NSX,2021,3.5,573.0,476,2.7,"157,500",19.1
Aston Martin,Vantage,2021,4.0,503.0,505,3.5,"142,086",18.3
Bentley,Continental GT,2021,4.0,542.0,568,3.3,"202,500",18.2
Bugatti,Chiron,2022,8.0,1479.0,1180,2.4,"2,900,000",7.1
Ferrari,F8 Tributo,2022,3.9,710.0,568,2.8,"275,000",17.8
Lamborghini,Aventador,2021,6.5,730.0,509,2.9,"517,000",12.6
McLaren,GT,2021,4.0,612.0,465,3.1,"201,500",18.0
Mercedes-Benz,AMG GT R,2021,4.0,577.0,516,3.5,"183,000",18.1
Porsche,Taycan Turbo S,2021,,750.0,774,2.6,"185,000",17.99333333333333
Audi,RS7,2021,4.0,591.0,590,3.5,"114,000",18.0
BMW,M4,2021,3.0,473.0,406,4.1,"71,800",20.4
Chevrolet,Camaro ZL1,2021,6.2,650.0,650,3.5,"63,000",13.4
Dodge,Challenger SRT Hellcat Redeye,2022,6.2,797.0,707,3.5,"80,190",12.9
Ford,GT,2022,3.5,660.0,550,2.8,"500,000",18.8
Jaguar,F-Type,2021,3.0,380.0,339,4.4,"62,750",20.7
Lexus,LC 500,2021,5.0,471.0,398,4.4,"92,000",16.4
Lotus,Evija,2021,,2000.0,1254,2.8,"2,800,000",17.99333333333333
Maserati,GranTurismo,2021,,550.0,,2.8,"200,000",17.99333333333333
Nissan,370Z,2021,3.7,332.0,270,5,"30,090",19.5
Rolls-Royce,Ghost,2021,6.8,563.0,627,4.6,"332,500",12.5
Porsche,Taycan,2021,2.0,402.0,254,5.1,"81,250",22.7
Aston Martin,DB11,2021,4.0,630.0,516,3.7,"198,995",17.9
Lotus,Evora GT,2021,3.5,416.0,317,3.8,"105,000",19.6
Acura,NSX,2022,3.5,573.0,476,2.7,"157,500",19.1
Tesla,Roadster,2022,0.0,,"7,376",1.9,"200,000",17.99333333333333
Chevrolet,Camaro,2022,6.2,455.0,455,4,"25,000",14.100000000000001
Dodge,Charger,2021,6.2,797.0,707,3.3,"72,000",12.9
Jaguar,F-Type,2021,3.0,380.0,339,4.9,"62,750",20.7
Lexus,LC 500,2021,5.0,471.0,398,4.4,"93,000",16.4
BMW,M4,2022,3.0,473.0,406,4.1,"71,800",20.4
Ford,GT,2021,3.5,660.0,550,2.9,"500,000",18.8
Maserati,GranTurismo,2021,4.7,454.0,384,4.7,"150,980",17.1
McLaren,600LT,2021,3.8,592.0,457,2.8,"256,500",18.4
Mercedes-Benz,SLS AMG,2021,6.2,622.0,468,3.6,"254,995",13.5
Nissan,370Z,2021,3.7,332.0,270,5.2,"30,000",19.5
Audi,RS 7,2021,4.0,591.0,590,3.4,"114,000",18.0
Bentley,Continental GT,2021,4.0,542.0,568,3.9,"220,000",18.2
Bugatti,Chiron,2021,8.0,,"1,180",2.4,"3,000,000",17.99333333333333
Porsche,Cayman,2022,2.0,300.0,280,4.5,"59,900",23.0
Aston Martin,Vantage,2021,4.0,503.0,505,3.5,"147,000",18.3
Alfa Romeo,4C Spider,2020,1.7,237.0,258,4.1,"67,150",23.8
Audi,RS 5,2022,2.9,444.0,443,3.5,"75,100",20.7
BMW,M2,2022,3.0,405.0,406,4,"58,900",20.6
Dodge,Challenger SRT Hellcat,2021,6.2,717.0,656,3.5,"60,695",13.2
Ferrari,F8 Spider,2022,3.9,710.0,568,2.9,"274,390",17.8
Jaguar,F-Type,2021,3.0,296.0,295,5.4,"64,700",21.0
Lamborghini,Aventador,2021,6.5,759.0,531,2.9,"517,770",12.5
Lexus,LC 500,2022,5.0,471.0,398,4.4,"92,950",16.4
Lotus,Evora GT,2021,3.5,416.0,317,3.8,"99,990",19.6
Maserati,GranTurismo,2021,4.7,454.0,384,4.7,"150,800",17.1
McLaren,GT,2021,4.0,612.0,465,3.1,"210,000",18.0
Mercedes-Benz,AMG C 63,2021,4.0,469.0,479,3.8,"67,600",18.4
Nissan,370Z Nismo,2021,3.7,350.0,276,4.5,"45,790",19.4
Porsche,Panamera,2022,2.9,325.0,331,5.3,"88,800",21.1
Subaru,WRX STI,2021,2.5,310.0,290,5.2,"38,170",22.0
Tesla,Roadster,2022,,,,1.9,"200,000",17.99333333333333
Porsche,718 Cayman,2022,2.0,300.0,280,4.9,"61,500",23.0
Lamborghini,Aventador,2021,6.5,729.0,509,2.9,"393,695",12.6
Ferrari,SF90 Stradale,2022,4.0,986.0,590,2.5,"625,000",16.7
Audi,RS5 Coupe,2022,2.9,444.0,443,3.5,"76,350",20.7
McLaren,570S,2021,3.8,562.0,443,3.1,"202,000",18.5
BMW,M2,2022,3.0,405.0,406,4,"58,900",20.6
Mercedes-Benz,SL,2022,3.0,429.0,384,4.4,"96,000",20.6
Chevrolet,Camaro,2021,6.2,455.0,455,4,"25,000",14.100000000000001
Ford,GT,2022,3.5,660.0,550,2.8,"500,000",18.8
Nissan,370Z,2021,3.7,332.0,270,5.3,"33,000",19.5
Alfa Romeo,Giulia Quadrifoglio,2021,2.9,505.0,443,3.8,"75,250",20.5
Aston Martin,DB11,2022,4.0,630.0,516,3.7,"201,495",17.9
Bentley,Continental GT,2021,6.0,626.0,664,3.3,"201,000",13.9
Dodge,Challenger,2021,6.4,485.0,475,3.8,"62,000",13.6
Jaguar,F-Type R,2022,5.0,575.0,516,3.5,"103,200",16.1
Lexus,LC 500,2022,5.0,471.0,398,4.4,"92,950",16.4
Lotus,Evora GT,2021,3.5,416.0,317,3.8,"99,000",19.6
Maserati,GranTurismo,2021,4.7,454.0,384,4.7,"150,000",17.1
Porsche,Cayman GT4,2021,4.0,414.0,309,4.2,"102,500",18.6
Aston Martin,Vantage,2022,4.0,503.0,505,3.5,"149,995",18.3
Dodge,Charger SRT Hellcat,2022,6.2,717.0,650,3.5,"78,595",13.2
Audi,RS 7,2021,4.0,591.0,590,3.5,"114,000",18.0
Chevrolet,Camaro SS,2022,6.2,455.0,455,4.1,"37,500",14.100000000000001
Ford,Mustang GT,2022,5.0,460.0,420,4,"38,500",16.5
Jaguar,F-Type R,2022,5.0,575.0,516,3.5,"103,200",16.1
Lexus,LC 500,2022,5.0,471.0,398,4.4,"92,950",16.4
McLaren,570S,2021,3.8,562.0,443,3.1,"208,800",18.5
Mercedes-Benz,AMG C63,2022,4.0,469.0,479,3.8,"71,450",18.4
Nissan,370Z Nismo,2021,3.7,350.0,276,4.9,"47,820",19.4
Porsche,Panamera GTS,2021,4.0,473.0,457,3.9,"134,150",18.4
Audi,TT RS,2022,2.5,394.0,354,3.6,"67,600",21.7
BMW,M4,2021,3.0,473.0,406,3.8,"71,800",20.4
Ferrari,F8 Tributo,2021,3.9,710.0,568,2.8,"274,280",17.8
Lamborghini,Aventador,2021,6.5,770.0,531,2.9,"393,695",12.4
McLaren,GT,2021,4.0,612.0,465,3.1,"250,000",18.0
Mercedes-Benz,AMG GT 4-Door Coupe,2021,4.0,630.0,664,3.1,"171,200",17.9
Aston Martin,DBS Superleggera,2022,5.2,715.0,663,3.4,"321,000",15.2
Lotus,Evora GT,2021,3.5,416.0,317,3.8,"100,500",19.6
Porsche,Taycan Turbo S,2021,,750.0,774,2.6,"185,000",17.99333333333333
McLaren,570S,2021,3.8,562.0,443,3.1,"195,000",18.5
Lamborghini,Aventador SVJ,2021,6.5,759.0,531,2.8,"517,770",12.5
Ford,GT,2021,3.5,660.0,550,3,"500,000",18.8
Audi,RS7 Sportback,2022,4.0,591.0,590,3.5,"114,000",18.0
BMW,M4,2022,3.0,473.0,406,4.1,"72,800",20.4
Mercedes-AMG,C63 S,2022,4.0,503.0,516,3.7,"78,100",18.3
Chevrolet,Camaro ZL1,2021,6.2,650.0,650,3.5,"63,000",13.4
Dodge,Charger Hellcat,2021,6.2,717.0,650,3.6,"70,000",13.2
Alfa Romeo,Giulia Quadrifoglio,2021,2.9,505.0,443,3.8,"78,450",20.5
Tesla,Model S Plaid,2022,,,"1,050",1.9,"141,190",17.99333333333333
Ferrari,SF90 Stradale,2021,4.0,986.0,590,2.5,"625,000",16.7
Porsche,Panamera Turbo S E-Hybrid,2021,,689.0,642,3,"190,000",17.99333333333333
McLaren,Artura,2022,3.0,671.0,531,3,"225,000",19.8
Lamborghini,Urus,2021,4.0,641.0,627,3.6,"222,000",17.9
Ford,Mustang Mach 1,2021,5.0,480.0,420,4,"52,915",16.4
Porsche,911,2022,3.0,379.0,331,4,"101,200",20.7
Lamborghini,Huracan,2021,5.2,630.0,443,2.8,"274,390",15.5
Ferrari,488 GTB,2022,3.9,661.0,561,3,"333,750",18.0
Audi,R8,2022,5.2,562.0,406,3.2,"142,700",15.7
McLaren,720S,2021,4.0,710.0,568,2.7,"298,000",17.6
BMW,M8,2022,4.4,617.0,553,3.1,"130,000",17.1
Mercedes-Benz,AMG GT,2021,4.0,523.0,494,3.8,"118,500",18.3
Chevrolet,Corvette,2021,6.2,490.0,465,2.8,"59,900",14.0
Ford,Mustang Shelby GT500,2022,5.2,760.0,625,3.5,"81,000",15.100000000000001
Nissan,GT-R Nismo,2021,3.8,600.0,481,2.5,"212,000",18.4
Dodge,Challenger SRT Hellcat,2021,6.2,717.0,656,3.5,"64,195",13.2
Aston Martin,Vantage,2021,4.0,503.0,505,3.6,"147,000",18.3
Bugatti,Chiron,2022,8.0,1500.0,1180,2.5,"3,900,000",7.0
Koenigsegg,Jesko,2022,5.0,1280.0,1015,2.5,"3,000,000",13.7
Pagani,Huayra,2021,6.0,764.0,740,2.8,"2,600,000",13.5
Rimac,Nevera,2022,,1914.0,1696,1.85,"2,400,000",17.99333333333333
Lotus,Evija,2022,,1973.0,1254,2.5,"2,000,000",17.99333333333333
Pininfarina,Battista,2021,,1872.0,1696,1.9,"2,500,000",17.99333333333333
Maserati,MC20,2021,3.0,621.0,538,2.9,"210,000",19.9
Porsche,Cayman,2021,2.0,300.0,280,5.1,"59,900",23.0
Lamborghini,Aventador,2021,6.5,730.0,509,2.9,"393,695",12.6
Ferrari,SF90 Stradale,2021,4.0,986.0,590,2.5,"625,000",16.7
Audi,RS 5,2021,2.9,444.0,443,3.5,"75,100",20.7
McLaren,GT,2022,4.0,612.0,465,3.1,"210,000",18.0
BMW,M2,2021,3.0,405.0,406,4,"58,900",20.6
Mercedes-Benz,SLS AMG,2021,6.3,622.0,468,3.6,"254,500",13.3
Chevrolet,Camaro,2021,6.2,455.0,455,4,"25,000",14.100000000000001
Ford,Mustang,2021,2.3,310.0,350,5.3,"27,205",22.4
Nissan,370Z,2021,3.7,332.0,270,5.1,"30,090",19.5
Aston Martin,Vantage,2021,4.0,503.0,505,3.6,"146,000",18.3
Bugatti,Chiron,2021,8.0,1479.0,1180,2.4,"3,000,000",7.1
Koenigsegg,Jesko,2022,5.0,1280.0,1106,2.5,"3,000,000",13.7
Lotus,Evija,2021,,1972.0,1254,2,"2,000,000",17.99333333333333
McLaren,Senna,2021,4.0,789.0,590,2.7,"1,000,000",17.4
Pagani,Huayra,2021,6.0,764.0,738,3,"2,600,000",13.5
Rimac,Nevera,2021,,1888.0,1696,1.85,"2,400,000",17.99333333333333
