Make,Model,Year,Fuel Type,MPG Data,Combined Mpg For Fuel Type1,Co2  Tailpipe For Fuel Type1,Engine displacement
Chrysler,Sebring 4 Door,2003,Regular,Y,21,423.1904761904762,2.7
BMW,530e,2018,Premium and Electricity,Y,29,193.0,2.0
Nissan,Rogue FWD,2017,Regular,Y,29,312.0,2.5
Mazda,3,2004,Regular,Y,27,329.14814814814815,2.0
Toyota,Tacoma 4WD,2004,Regular,Y,17,522.7647058823529,2.7
Audi,Allroad quattro,2004,Premium,Y,16,555.4375,4.2
Honda,CR-V 4WD,2004,Regular,Y,21,423.1904761904762,2.4
Chevrolet,Malibu,2010,Gasoline or E85,Y,26,341.8076923076923,2.4
Subaru,Outback AWD,2013,Regular,Y,26,341.0,2.5
Volkswagen,Touareg Hybrid,2013,Premium,Y,21,414.0,3.0
Aston Martin,V12 Vanquish,2004,Premium,Y,13,683.6153846153846,5.9
Dodge,Ram 1500 Pickup 4WD,2008,Regular,Y,14,634.7857142857143,4.7
Toyota,MR2,2000,Regular,Y,24,370.2916666666667,1.8
Subaru,Crosstrek AWD,2019,Regular,Y,29,301.0,2.0
Chevrolet,Tracker ZR2 4WD,2004,Regular,Y,18,493.72222222222223,2.5
Chevrolet,Aveo,2005,Regular,Y,27,329.14814814814815,1.6
Nissan,Sentra,2007,Regular,Y,28,317.39285714285717,2.0
Toyota,4Runner 2WD,2008,Regular,Y,17,522.7647058823529,4.7
Toyota,Tacoma 4WD,2012,Regular,Y,18,493.72222222222223,4.0
Fiat,500,2017,Premium,Y,34,264.0,1.4
Ford,Ranger 2WD,2010,Regular,Y,24,370.2916666666667,2.3
Toyota,Camry Hybrid LE,2013,Regular,Y,40,220.0,2.5
Ford,Focus FWD,2016,Regular,Y,29,305.0,2.0
Mitsubishi,Lancer,2004,Regular,Y,24,370.2916666666667,2.0
Kia,Optima,2004,Regular,Y,22,403.95454545454544,2.4
Land Rover,Range Rover,2007,Regular,Y,14,634.7857142857143,4.4
Jeep,Compass 2WD,2007,Regular,Y,24,370.2916666666667,2.0
Volvo,C30 FWD,2008,Premium,Y,23,386.39130434782606,2.4
Honda,Prelude,2001,Premium,Y,22,403.95454545454544,2.2
Mercedes-Benz,S500,2001,Premium,Y,17,522.7647058823529,5.0
Volkswagen,GTI,2017,Regular,Y,28,319.0,2.0
Buick,Regal eAssist,2012,Regular,Y,28,317.39285714285717,2.4
Kia,Optima Hybrid,2018,Regular,Y,42,212.0,2.0
GMC,Sierra K15 Cab Chassis 4WD,2015,Gasoline or E85,Y,17,537.0,5.3
Acura,MDX 4WD,2005,Premium,Y,17,522.7647058823529,3.5
Honda,Accord,2007,Regular,Y,26,341.8076923076923,2.4
Chrysler,Concorde,2000,Regular,Y,21,423.1904761904762,2.7
GMC,Envoy XL 4WD,2002,Regular,Y,15,592.4666666666667,4.2
Volkswagen,Beetle,2012,Premium,Y,24,370.2916666666667,2.0
Nissan,Titan 4WD,2018,Regular,Y,18,505.0,5.6
Land Rover,Range Rover Velar,2020,Premium,Y,23,384.0,2.0
Audi,A4 quattro,2022,Premium,Y,29,307.0,2.0
BMW,530xi,2007,Premium,Y,20,444.35,3.0
Mazda,MX-5,2008,Premium,Y,24,370.2916666666667,2.0
Acura,Integra,2000,Regular,Y,24,370.2916666666667,1.8
Ford,Focus,2002,Premium,Y,20,444.35,2.0
Ford,Escort ZX2,2003,Regular,Y,25,355.48,2.0
Toyota,Sienna Hybrid AWD,2021,Regular,Y,35,253.0,2.5
Toyota,Sequoia 2WD,2001,Regular,Y,14,634.7857142857143,4.7
Dodge,Neon,2002,Regular,Y,27,329.14814814814815,2.0
GMC,Yukon Denali XL 1500 AWD,2002,Regular,Y,12,740.5833333333334,6.0
Toyota,Highlander 4WD,2002,Regular,Y,18,493.72222222222223,3.0
Saab,9-5,2006,Premium,Y,20,444.35,2.3
Toyota,Camry Hybrid XLE/SE,2016,Regular,Y,39,229.0,2.5
Hyundai,Sonata Hybrid,2016,Regular,Y,40,225.0,2.0
Acura,3.5RL,2004,Premium,Y,18,493.72222222222223,3.5
Nissan,Frontier 2WD,2004,Regular,Y,22,403.95454545454544,2.4
Ford,Focus RS AWD,2018,Premium,Y,22,402.0,2.3
Honda,Accord,2018,Regular,Y,33,266.0,1.5
Toyota,Highlander 2WD,2010,Regular,Y,22,403.95454545454544,2.7
Suzuki,Kizashi,2011,Regular,Y,25,355.48,2.4
Toyota,Corolla,2014,Regular,Y,30,291.0,1.8
BMW,323i Convertible,2000,Premium,Y,19,467.7368421052632,2.5
BMW,323ci,2000,Premium,Y,21,423.1904761904762,2.5
GMC,Safari 2WD (Passenger),2000,Regular,Y,16,555.4375,4.3
Ford,Escape 4WD,2001,Regular,Y,21,423.1904761904762,2.0
Subaru,Impreza Wagon/Outback SPT AWD,2003,Regular,Y,21,423.1904761904762,2.5
Jeep,Liberty/Cherokee 2WD,2004,Regular,Y,17,522.7647058823529,3.7
Chrysler,Crossfire Coupe,2006,Premium,Y,21,423.1904761904762,3.2
Nissan,Frontier 2WD,2006,Regular,Y,21,423.1904761904762,2.5
Volkswagen,Eos,2007,Premium,Y,24,370.2916666666667,2.0
Ford,Mustang,2008,Regular,Y,19,467.7368421052632,4.0
Kia,Optima,2008,Regular,Y,25,355.48,2.4
BMW,328i xDrive,2009,Premium,Y,20,444.35,3.0
Dodge,Avenger,2009,Gasoline or E85,Y,22,403.95454545454544,2.7
Ford,Escape Hybrid 2WD,2005,Regular,Y,29,306.44827586206895,2.3
Hyundai,Tucson FWD,2017,Regular,Y,26,342.0,2.0
Nissan,Rogue AWD,2010,Regular,Y,23,386.39130434782606,2.5
Chevrolet,Camaro,2013,Regular,Y,18,480.0,6.2
Toyota,Highlander Hybrid AWD LE Plus,2014,Regular,Y,28,313.0,3.5
Mazda,626,2000,Regular,Y,22,403.95454545454544,2.0
Volvo,S80/S80 Executive,2003,Premium,Y,20,444.35,2.9
Lincoln,MKX FWD,2011,Regular,Y,21,423.1904761904762,3.7
Audi,A3 Cabriolet quattro,2015,Premium,Y,26,334.0,2.0
Chevrolet,Express 1500/2500 2WD,2003,Regular,Y,14,634.7857142857143,5.3
Volkswagen,Passat Wagon 4motion,2003,Premium,Y,18,493.72222222222223,4.0
GMC,Yukon 1500 4WD,2004,Regular,Y,15,592.4666666666667,4.8
Chrysler,PT Cruiser Convertible,2005,Regular,Y,22,403.95454545454544,2.4
Ford,F150 Pickup 2WD,2007,Regular,Y,15,592.4666666666667,5.4
Mercedes-Benz,GLS450 4matic,2018,Premium,Y,19,477.0,3.0
Kia,Soul,2013,Regular,Y,25,353.0,2.0
MINI,Cooper,2013,Premium,Y,32,278.0,1.6
Subaru,Forester AWD,2014,Regular,Y,27,332.0,2.5
Mercury,Mountaineer FFV 4WD,2005,Gasoline or E85,Y,14,634.7857142857143,4.0
Audi,A3,2007,Premium,Y,25,355.48,2.0
Mercedes-Benz,GL550 4matic,2008,Premium,Y,14,634.7857142857143,5.5
Honda,Fit,2018,Regular,Y,36,246.0,1.5
Ford,F150 Pickup 2WD,2023,Regular,Y,21,431.0,2.7
Ford,Explorer 4WD,2005,Regular,Y,14,634.7857142857143,4.6
Volkswagen,Rabbit,2006,Regular,Y,22,403.95454545454544,2.5
Chevrolet,TrailBlazer 2WD,2007,Premium,Y,15,592.4666666666667,6.0
Nissan,Sentra,2000,Regular,Y,26,341.8076923076923,1.8
BMW,323i Touring,2000,Premium,Y,19,467.7368421052632,2.5
Volkswagen,New Beetle,2001,Regular,Y,24,370.2916666666667,2.0
Lincoln,Town Car,2001,Regular,Y,18,493.72222222222223,4.6
Ford,Explorer Sport Trac 4WD,2001,Regular,Y,15,592.4666666666667,4.0
Subaru,Legacy AWD (incl. Outback),2002,Premium,Y,20,444.35,3.0
Ford,Thunderbird,2003,Premium,Y,18,493.72222222222223,3.9
Jeep,Renegade 4WD,2017,Regular,Y,24,371.0,2.4
Ford,Fusion FWD,2015,Regular,Y,28,321.0,1.5
Infiniti,G35,2004,Regular,Y,19,467.7368421052632,3.5
Cadillac,SRX AWD,2004,Premium,Y,15,592.4666666666667,4.6
Saturn,Vue AWD,2005,Regular,Y,19,467.7368421052632,3.5
Chevrolet,Corvette,2007,Premium,Y,19,467.7368421052632,6.0
BMW,335ci,2007,Premium,Y,21,423.1904761904762,3.0
Chevrolet,Tahoe 1500 2WD,2008,Regular,Y,16,555.4375,4.8
Nissan,Pathfinder 4WD,2001,Regular,Y,15,592.4666666666667,3.5
Ford,Explorer 4WD,2002,Regular,Y,14,634.7857142857143,4.6
Volkswagen,CC,2010,Premium,Y,25,355.48,2.0
Subaru,Baja AWD,2006,Regular,Y,21,423.1904761904762,2.5
Volvo,V70 AWD,2000,Premium,Y,18,493.72222222222223,2.4
Nissan,Frontier V6 4WD,2001,Regular,Y,16,555.4375,3.3
Volkswagen,New Beetle,2003,Regular,Y,24,370.2916666666667,2.0
Ford,Explorer AWD FFV,2015,Gasoline or E85,Y,19,471.0,3.5
Volvo,S60 FWD,2016,Regular,Y,30,296.0,2.0
Audi,A3,2010,Diesel,Y,32,318.0,2.0
Lexus,RX 350 AWD,2011,Premium,Y,20,444.35,3.5
Kia,Forte,2016,Regular,Y,28,315.0,2.0
BMW,X5 xDrive35i,2016,Premium,Y,20,435.0,3.0
Chevrolet,Colorado 2WD,2016,Diesel,Y,25,409.0,2.8
Mercedes-Benz,GLC300,2018,Premium,Y,24,364.0,2.0
BMW,325ci,2004,Premium,Y,20,444.35,2.5
Ford,Explorer 4WD FFV,2005,Gasoline or E85,Y,15,592.4666666666667,4.0
Ford,Taurus AWD,2008,Regular,Y,19,467.7368421052632,3.5
BMW,335i,2009,Premium,Y,20,444.35,3.0
Nissan,Sentra,2001,Regular,Y,26,341.8076923076923,1.8
Hyundai,Accent/Brio,2002,Regular,Y,27,329.14814814814815,1.6
Mercedes-Benz,C32 AMG,2003,Premium,Y,17,522.7647058823529,3.2
Honda,Civic 5Dr,2020,Premium,Y,32,279.0,1.5
Audi,Q7,2010,Diesel,Y,20,509.0,3.0
Nissan,Maxima,2011,Premium,Y,22,403.95454545454544,3.5
Jeep,Cherokee 4WD Active Drive II,2014,Regular,Y,23,385.0,2.4
Volkswagen,Golf,2015,Regular,Y,29,305.0,1.8
Nissan,Frontier 4WD,2015,Regular,Y,17,515.0,4.0
Cadillac,ELR,2014,Premium Gas or Electricity,Y,33,91.0,1.4
Subaru,Outback AWD,2016,Regular,Y,28,319.0,2.5
Jeep,Cherokee 4WD,2019,Regular,Y,22,400.0,3.2
Chevrolet,Spark,2020,Regular,Y,33,269.0,1.4
Toyota,Tundra 4WD,2021,Regular,Y,14,635.0,5.7
Cadillac,STS 2WD,2005,Premium,Y,18,493.72222222222223,4.6
Porsche,Cayenne,2006,Premium,Y,15,592.4666666666667,3.2
Ford,Focus Station Wagon,2002,Regular,Y,25,355.48,2.0
Infiniti,G35,2006,Regular,Y,19,467.7368421052632,3.5
Buick,Lacrosse/Allure,2006,Regular,Y,21,423.1904761904762,3.8
Chevrolet,Malibu,2007,Regular,Y,23,386.39130434782606,3.5
Volvo,XC70 AWD,2007,Premium,Y,19,467.7368421052632,2.5
Hyundai,Tucson 4WD,2007,Regular,Y,19,467.7368421052632,2.7
Hyundai,Santa Fe FWD,2020,Regular,Y,25,362.0,2.4
BMW,328i,2010,Premium,Y,22,403.95454545454544,3.0
BMW,528i xDrive,2016,Premium,Y,26,340.0,2.0
Kia,Optima,2002,Regular,Y,20,444.35,2.4
Nissan,Frontier 2WD,2006,Regular,Y,19,467.7368421052632,2.5
Buick,Rendezvous AWD,2006,Regular,Y,19,467.7368421052632,3.6
Toyota,Sienna 4WD,2005,Regular,Y,18,493.72222222222223,3.3
Mercury,Milan,2008,Regular,Y,23,386.39130434782606,2.3
Volkswagen,New Beetle Convertible,2009,Regular,Y,23,386.39130434782606,2.5
Ford,Focus,2001,Regular,Y,25,355.48,2.0
Ford,Focus Station Wagon,2001,Regular,Y,25,355.48,2.0
Honda,Civic,2012,Regular,Y,31,286.6774193548387,1.8
Toyota,Venza,2013,Regular,Y,23,388.0,2.7
Chevrolet,Silverado K15 4WD,2014,Gasoline or E85,Y,19,475.0,4.3
Ford,Focus Electric,2015,Electricity,Y,105,0.0,
Dodge,Stratus 4 Door,2004,Gasoline or E85,Y,21,423.1904761904762,2.7
Honda,Accord,2000,Regular,Y,21,423.1904761904762,3.0
Subaru,Impreza AWD,2011,Premium,Y,19,467.7368421052632,2.5
Infiniti,M35h,2012,Premium,Y,29,306.44827586206895,3.5
Nissan,Altima,2004,Regular,Y,20,444.35,3.5
Chevrolet,Monte Carlo,2005,Regular,Y,22,403.95454545454544,3.4
Cadillac,Escalade ESV AWD,2005,Premium,Y,13,683.6153846153846,6.0
Toyota,Sequoia 4WD,2005,Regular,Y,15,592.4666666666667,4.7
Volkswagen,Passat,2007,Premium,Y,24,370.2916666666667,2.0
Subaru,Outback Wagon AWD,2007,Regular,Y,22,403.95454545454544,2.5
Ford,F150 Pickup 4WD,2002,Regular,Y,14,634.7857142857143,5.4
Toyota,Sequoia 4WD,2002,Regular,Y,14,634.7857142857143,4.7
Chevrolet,Suburban 1500 2WD,2002,Gasoline or E85,Y,14,634.7857142857143,5.3
Volkswagen,Passat,2017,Regular,Y,23,390.0,3.6
Mazda,CX-7 2WD,2008,Premium,Y,19,467.7368421052632,2.3
Ford,Expedition 4WD,2022,Regular,Y,18,484.0,3.5
Subaru,Legacy AWD,2010,Premium,Y,21,423.1904761904762,2.5
Ford,Crown Victoria Police,2004,Regular,Y,16,555.4375,4.6
Audi,TT Roadster quattro,2011,Premium,Y,26,341.8076923076923,2.0
BMW,330ci,2004,Premium,Y,21,423.1904761904762,3.0
Nissan,Sentra,2004,Regular,Y,23,386.39130434782606,2.5
Volkswagen,Passat Wagon,2005,Premium,Y,22,403.95454545454544,1.8
Lexus,RX 350 2WD,2007,Premium,Y,20,444.35,3.5
Subaru,Outback Wagon AWD,2007,Premium,Y,20,444.35,2.5
Dodge,Caravan/Grand Caravan 2WD,2007,Regular,Y,18,493.72222222222223,3.8
Kia,Niro Electric,2019,Electricity,Y,112,0.0,
Hyundai,Sonata,2013,Regular,Y,26,342.0,2.0
BMW,X5 xDrive35i,2013,Premium,Y,19,478.0,3.0
Volkswagen,Golf SportWagen,2015,Diesel,Y,35,295.0,2.0
Mazda,3 4-Door,2016,Regular,Y,33,266.0,2.0
Acura,RDX 4WD,2013,Premium,Y,22,401.0,3.5
Nissan,Murano AWD,2003,Regular,Y,20,444.35,3.5
Toyota,Corolla,2001,Regular,Y,27,329.14814814814815,1.8
Chrysler,Sebring Convertible,2002,Regular,Y,22,403.95454545454544,2.4
Chevrolet,Silverado 1500 2WD,2003,Regular,Y,16,555.4375,4.3
Volkswagen,Tiguan,2010,Premium,Y,21,423.1904761904762,2.0
Audi,A3 quattro,2007,Premium,Y,21,423.1904761904762,3.2
Toyota,4Runner 2WD,2000,Regular,Y,17,522.7647058823529,3.4
BMW,530i,2001,Premium,Y,19,467.7368421052632,3.0
Oldsmobile,Alero,2001,Regular,Y,22,403.95454545454544,2.4
Saab,9-5 Wagon,2003,Regular,Y,20,444.35,2.3
Chevrolet,Silverado 1500 2WD,2003,Regular,Y,15,592.4666666666667,5.3
Ford,Escape AWD HEV,2022,Regular,Y,40,224.0,2.5
GMC,Acadia AWD,2012,Regular,Y,19,467.7368421052632,3.6
Ford,Fusion AWD,2014,Regular,Y,25,357.0,2.0
Lexus,GS 450h,2007,Premium,Y,23,386.39130434782606,3.5
Toyota,Tacoma 2WD,2007,Regular,Y,17,522.7647058823529,4.0
Suzuki,Forenza,2008,Regular,Y,23,386.39130434782606,2.0
Honda,Civic,2009,Regular,Y,29,306.44827586206895,1.8
Jeep,Wrangler 4WD,2009,Regular,Y,17,522.7647058823529,3.8
GMC,Yukon 1500 4WD,2000,Regular,Y,14,634.7857142857143,5.3
BMW,M3,2003,Premium,Y,17,522.7647058823529,3.2
Kia,Optima FE,2020,Regular,Y,29,311.0,2.4
Toyota,RAV4 Hybrid AWD,2024,Regular,Y,39,224.0,2.5
Hyundai,Elantra,2021,Regular,Y,28,318.0,1.6
Chevrolet,HHR FWD,2010,Gasoline or E85,Y,25,355.48,2.4
Toyota,Highlander 4WD,2011,Regular,Y,19,467.7368421052632,3.5
Dodge,Journey AWD,2011,Regular,Y,19,467.7368421052632,3.6
Audi,Allroad quattro,2004,Premium,Y,17,522.7647058823529,2.7
Volvo,V70 FWD,2006,Premium,Y,21,423.1904761904762,2.4
Cadillac,SRX AWD,2006,Premium,Y,15,592.4666666666667,4.6
Volkswagen,Cabrio,2001,Regular,Y,22,403.95454545454544,2.0
Honda,Civic,2004,Regular,Y,32,277.71875,1.7
Volkswagen,GTI,2006,Premium,Y,24,370.2916666666667,2.0
Hyundai,Accent/Brio,2000,Regular,Y,28,317.39285714285717,1.5
Volkswagen,Jetta,2001,Regular,Y,22,403.95454545454544,2.0
Mercedes-Benz,SLK350,2005,Premium,Y,19,467.7368421052632,3.5
Hyundai,Santa Fe 4WD,2005,Regular,Y,18,493.72222222222223,2.7
BMW,328i,2007,Premium,Y,21,423.1904761904762,3.0
Jeep,Compass 2WD,2008,Regular,Y,24,370.2916666666667,2.0
Lexus,NX 350h AWD,2022,Premium,Y,39,225.0,2.5
Lexus,RX 350,2018,Regular,Y,23,391.0,3.5
Ford,Edge FWD,2011,Regular,Y,21,423.1904761904762,3.5
Ford,F150 Pickup 2WD,2011,Regular,Y,18,493.72222222222223,3.5
Chevrolet,Cruze,2013,Regular,Y,29,309.0,1.8
Chrysler,200,2013,Gasoline or E85,Y,22,399.0,3.6
Tesla,Model S AWD - 90D,2016,Electricity,Y,103,0.0,
Chrysler,Concorde,2002,Regular,Y,21,423.1904761904762,2.7
BMW,330ci Convertible,2001,Premium,Y,19,467.7368421052632,3.0
Mazda,Protege/Protege MPS,2001,Regular,Y,24,370.2916666666667,2.0
Lexus,SC 300/SC 430,2002,Premium,Y,18,493.72222222222223,4.3
Honda,Civic,2002,Regular,Y,25,355.48,2.0
Pontiac,Grand Prix,2002,Regular,Y,20,444.35,3.8
Chrysler,Sebring 4 Door,2001,Regular,Y,20,444.35,2.7
Chevrolet,Silverado K15 4WD,2017,Regular,Y,17,531.0,6.2
Chevrolet,Silverado K15 Cab Chassis 4WD,2015,Regular,Y,17,537.0,5.3
Nissan,Altima,2009,Regular,Y,26,341.8076923076923,2.5
Ford,Escape FWD,2006,Regular,Y,21,423.1904761904762,2.3
Kia,Rio,2009,Regular,Y,30,296.23333333333335,1.6
Lexus,IS 350/IS 350C,2010,Premium,Y,20,444.35,3.5
Lexus,IS 250 AWD,2010,Premium,Y,22,403.95454545454544,2.5
Suzuki,SX4 AWD,2012,Regular,Y,25,355.48,2.0
Lincoln,MKZ AWD,2013,Regular,Y,21,426.0,3.7
Acura,MDX 4WD,2016,Premium,Y,21,415.0,3.5
Honda,Accord,2001,Regular,Y,24,370.2916666666667,2.3
Chevrolet,Colorado Crew Cab 4WD,2004,Regular,Y,17,522.7647058823529,3.5
Mazda,3,2005,Regular,Y,27,329.14814814814815,2.0
Chevrolet,TrailBlazer 2WD,2005,Regular,Y,16,555.4375,4.2
Honda,CR-V 4WD,2005,Regular,Y,22,403.95454545454544,2.4
Acura,MDX 4WD,2009,Premium,Y,17,522.7647058823529,3.7
Subaru,Forester AWD,2010,Regular,Y,22,403.95454545454544,2.5
Chevrolet,Corvette,2016,Premium,Y,16,539.0,6.2
Lincoln,MKX AWD,2017,Regular,Y,19,471.0,3.7
Jeep,Wrangler Unlimited 4WD,2019,Regular,Y,20,443.0,3.6
Mazda,6,2010,Regular,Y,24,370.2916666666667,2.5
Lexus,RX 350,2013,Regular,Y,21,429.0,3.5
Hyundai,Elantra Limited,2014,Regular,Y,30,290.0,1.8
Nissan,Rogue Select FWD,2015,Regular,Y,25,359.0,2.5
Volkswagen,Passat Wagon,2000,Premium,Y,19,467.7368421052632,2.8
Mazda,CX-3 4WD,2016,Regular,Y,29,308.0,2.0
Volkswagen,Jetta,2016,Regular,Y,33,276.0,1.4
Chevrolet,SS,2016,Regular,Y,17,520.0,6.2
BMW,Z3 Roadster,2000,Premium,Y,19,467.7368421052632,2.8
Porsche,911 Turbo,2001,Premium,Y,16,555.4375,3.6
Toyota,Celica,2003,Regular,Y,26,341.8076923076923,1.8
Mitsubishi,Outlander 4WD,2005,Regular,Y,20,444.35,2.4
Audi,A4 quattro,2007,Premium,Y,20,444.35,3.1
Pontiac,Vibe,2008,Regular,Y,27,329.14814814814815,1.8
Ford,F150 Pickup 2WD,2019,Regular,Y,21,426.0,3.5
Toyota,Tundra 2WD,2011,Regular,Y,17,522.7647058823529,4.6
Scion,iQ,2012,Regular,Y,37,240.1891891891892,1.3
MINI,John Cooper Works Clubman,2009,Premium,Y,29,306.44827586206895,1.6
Ford,Ranger 2WD FFV,2002,Gasoline or E85,Y,17,522.7647058823529,3.0
Jeep,Gladiator 4WD,2021,Regular,Y,19,466.0,3.6
Nissan,Altima SL/SR,2023,Regular,Y,31,287.0,2.5
Toyota,Venza AWD,2023,Regular,Y,39,227.0,2.5
GMC,Sierra K15 4WD,2013,Gasoline or E85,Y,17,523.0,5.3
Mercedes-Benz,GLK350,2015,Premium,Y,21,420.0,3.5
Volkswagen,New Beetle,2001,Diesel,Y,38,267.89473684210526,1.9
Mazda,MPV,2002,Regular,Y,18,493.72222222222223,3.0
Acura,RSX,2003,Regular,Y,25,355.48,2.0
BMW,X5,2003,Premium,Y,16,555.4375,3.0
Ford,Mustang,2004,Regular,Y,17,522.7647058823529,4.6
Mazda,3,2005,Regular,Y,25,355.48,2.3
Ford,Five Hundred AWD,2007,Regular,Y,19,467.7368421052632,3.0
Chrysler,PT Cruiser Convertible,2007,Premium,Y,21,423.1904761904762,2.4
Honda,CR-V 4WD,2001,Regular,Y,21,423.1904761904762,2.0
Nissan,Xterra V6 4WD,2001,Regular,Y,16,555.4375,3.3
Chevrolet,Malibu,2010,Regular,Y,25,355.48,2.4
Toyota,Highlander 4WD,2013,Regular,Y,19,465.0,3.5
BMW,328d,2014,Diesel,Y,36,285.0,2.0
Mazda,6,2006,Regular,Y,20,444.35,3.0
Hyundai,Santa Fe 4WD,2007,Regular,Y,19,467.7368421052632,2.7
Chrysler,300 AWD,2007,Regular,Y,18,493.72222222222223,3.5
Dodge,Caravan/Grand Caravan FWD,2009,Regular,Y,18,493.72222222222223,3.8
Lexus,RX 350 AWD,2010,Premium,Y,20,444.35,3.5
Volvo,XC60 AWD,2020,Premium,Y,23,387.0,2.0
Subaru,Ascent Limited/Touring/Onyx AWD,2022,Regular,Y,22,401.0,2.4
Chevrolet,Captiva FWD,2014,Gasoline or E85,Y,23,347.0,2.4
Mercedes-Benz,ML350 4matic,2014,Premium,Y,19,456.0,3.5
Porsche,Boxster,2004,Premium,Y,19,467.7368421052632,2.7
Ford,Taurus,2004,Regular,Y,20,444.35,3.0
Jaguar,X-Type,2005,Premium,Y,18,493.72222222222223,3.0
Toyota,Prius Prime,2024,Regular Gas and Electricity,Y,48,60.0,2.0
Volkswagen,GTI,2017,Regular,Y,27,325.0,2.0
Toyota,Corolla,2017,Regular,Y,32,281.0,1.8
Tesla,Model 3 Standard Range Plus,2019,Electricity,Y,133,0.0,
Mitsubishi,Mirage,2020,Regular,Y,39,228.0,1.2
Toyota,Camry Hybrid LE,2015,Regular,Y,40,220.0,2.5
Chevrolet,Impala,2004,Regular,Y,21,423.1904761904762,3.8
Chevrolet,Corvette,2005,Premium,Y,19,467.7368421052632,6.0
Dodge,Caravan/Grand Caravan 2WD,2008,Regular,Y,19,467.7368421052632,3.3
BMW,X5 4.8i,2008,Premium,Y,16,555.4375,4.8
Mazda,MX-5 Miata,2002,Premium,Y,23,386.39130434782606,1.8
BMW,325i,2002,Premium,Y,20,444.35,2.5
Volkswagen,Golf,2005,Regular,Y,24,370.2916666666667,2.0
GMC,Sierra 15 Hybrid 2WD,2005,Regular,Y,17,522.7647058823529,5.3
Dodge,Stratus 4 Door,2005,Gasoline or E85,Y,21,423.1904761904762,2.7
Mercury,Milan,2006,Regular,Y,23,386.39130434782606,2.3
Dodge,Caravan/Grand Caravan 2WD,2006,Regular,Y,20,444.35,2.4
Jeep,Compass 2WD,2011,Regular,Y,24,370.2916666666667,2.0
Mercedes-Benz,C250,2014,Premium,Y,25,356.0,1.8
Maserati,Ghibli V6 SQ4,2015,Premium,Y,18,488.0,3.0
Toyota,Prius c,2015,Regular,Y,50,178.0,1.5
Mitsubishi,Mirage G4,2017,Regular,Y,37,237.0,1.2
Volkswagen,GTI,2001,Premium,Y,22,403.95454545454544,1.8
Mitsubishi,Eclipse,2002,Regular,Y,23,386.39130434782606,2.4
Chrysler,Crossfire,2004,Premium,Y,21,423.1904761904762,3.2
Mazda,6 Sport Wagon,2004,Regular,Y,20,444.35,3.0
Subaru,Impreza AWD,2005,Regular,Y,23,386.39130434782606,2.5
Pontiac,Vibe,2006,Regular,Y,27,329.14814814814815,1.8
Audi,A3,2008,Premium,Y,25,355.48,2.0
Saab,9-3 Sport Sedan,2008,Premium,Y,21,423.1904761904762,2.0
Chevrolet,Silverado K15 4WD,2009,Regular,Y,15,592.4666666666667,4.8
Acura,TL 4WD,2010,Premium,Y,20,444.35,3.7
Chevrolet,Silverado C15 2WD,2010,Gasoline or E85,Y,16,555.4375,4.8
Toyota,4Runner 4WD,2012,Regular,Y,19,467.7368421052632,4.0
Honda,Accord,2013,Regular,Y,24,365.0,3.5
Dodge,Ram 1500 Pickup 2WD,2007,Regular,Y,16,555.4375,3.7
Chrysler,Pacifica 2WD,2007,Regular,Y,17,522.7647058823529,4.0
Jeep,Compass 4WD,2011,Regular,Y,21,423.1904761904762,2.4
Mercedes-Benz,GLE350 4matic,2016,Premium or E85,Y,19,456.0,3.5
Ford,Escort ZX2,2000,Regular,Y,25,355.48,2.0
Lincoln,Navigator 4WD,2000,Premium,Y,13,683.6153846153846,5.4
Toyota,Camry,2001,Regular,Y,24,370.2916666666667,2.2
Toyota,Celica,2003,Premium,Y,23,386.39130434782606,1.8
Ford,F150 Pickup 4WD,2013,Regular,Y,17,519.0,3.5
Ford,Edge AWD,2010,Regular,Y,19,467.7368421052632,3.5
BMW,328d xDrive Sports Wagon,2015,Diesel,Y,34,294.0,2.0
Ford,F150 Pickup 4WD FFV,2016,Gasoline or E85,Y,17,521.0,5.0
Ford,Taurus AWD,2018,Regular,Y,19,471.0,3.5
Honda,Civic 5Dr,2019,Regular,Y,34,259.0,1.5
Toyota,Celica,2004,Regular,Y,26,341.8076923076923,1.8
Suzuki,Grand Vitara XL7 4WD,2004,Regular,Y,17,522.7647058823529,2.7
Chevrolet,Suburban 1500 2WD,2004,Gasoline or E85,Y,14,634.7857142857143,5.3
Nissan,Pathfinder 4WD,2007,Premium,Y,16,555.4375,4.0
Scion,xD,2008,Regular,Y,29,306.44827586206895,1.8
Kia,Optima,2003,Regular,Y,21,423.1904761904762,2.7
Honda,Ridgeline FWD,2018,Regular,Y,22,410.0,3.5
Nissan,Pathfinder 4WD,2018,Regular,Y,22,404.0,3.5
Hyundai,Kona AWD,2021,Regular,Y,27,326.0,2.0
Chevrolet,Corvette,2010,Premium,Y,18,493.72222222222223,7.0
Chrysler,Town and Country,2010,Regular,Y,20,444.35,4.0
Toyota,Prius c,2013,Regular,Y,50,179.0,1.5
Volkswagen,Jetta,2014,Diesel,Y,32,315.0,2.0
MINI,Cooper S Hardtop 2 door,2017,Premium,Y,28,316.0,2.0
Honda,Pilot AWD,2020,Regular,Y,21,421.0,3.5
Honda,CR-V 4WD,2011,Regular,Y,23,386.39130434782606,2.4
Subaru,Impreza AWD,2012,Regular,Y,28,317.39285714285717,2.0
